Identifier,Non-polymer EntityData,,,,,,,,,,
Entity ID,Asym ID,Auth Asym ID,Ligand ID,Ligand Formula,Ligand MW,Ligand Name,InChI,InChI Key,Ligand SMILES,Ligand of Interest,
"2V7A_2","C, E","A, B","627","C26 H30 N6 O3",474.555,"N-[(3E)-5-[(2R)-2-METHOXY-2-PHENYLACETYL]PYRROLO[3,4-C]PYRAZOL-3(5H)-YLIDENE]-4-(4-METHYLPIPERAZIN-1-YL)BENZAMIDE","InChI=1S/C26H30N6O3/c1-30-12-14-31(15-13-30)20-10-8-19(9-11-20)25(33)27-24-21-16-32(17-22(21)28-29-24)26(34)23(35-2)18-6-4-3-5-7-18/h3-11,23H,12-17H2,1-2H3,(H2,27,28,29,33)/t23-/m1/s1","XKFTZKGMDDZMJI-HSZRJFAPSA-N","CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)C(c5ccccc5)OC"
"3CS9_2","E, F, G, H","A, B, C, D","NIL","C28 H22 F3 N7 O",529.516,"Nilotinib","InChI=1S/C28H22F3N7O/c1-17-5-6-19(10-25(17)37-27-33-9-7-24(36-27)20-4-3-8-32-14-20)26(39)35-22-11-21(28(29,30)31)12-23(13-22)38-15-18(2)34-16-38/h3-16H,1-2H3,(H,35,39)(H,33,36,37)","HHZIURLSWUIHRB-UHFFFAOYSA-N","Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F"
"3PYY_3","E, H","A, B","STI","C29 H31 N7 O",493.603,"4-(4-METHYL-PIPERAZIN-1-YLMETHYL)-N-[4-METHYL-3-(4-PYRIDIN-3-YL-PYRIMIDIN-2-YLAMINO)-PHENYL]-BENZAMIDE","InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)","KTUFNOKKBVMGRW-UHFFFAOYSA-N","Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C"
"3PYY_4","F, K","A, B","3YY","C18 H13 F N4 O2",336.32,"(5R)-5-[3-(4-fluorophenyl)-1-phenyl-1H-pyrazol-4-yl]imidazolidine-2,4-dione","InChI=1S/C18H13FN4O2/c19-12-8-6-11(7-9-12)15-14(16-17(24)21-18(25)20-16)10-23(22-15)13-4-2-1-3-5-13/h1-10,16H,(H2,20,21,24,25)/t16-/m1/s1","MPQWYPLPWGUMJE-MRXNPFEDSA-N","c1ccc(cc1)n2cc(c(n2)c3ccc(cc3)F)C4C(=O)NC(=O)N4"
"3PYY_5","I","B","2PE","C18 H38 O10",414.488,"NONAETHYLENE GLYCOL","InChI=1S/C18H38O10/c19-1-3-21-5-7-23-9-11-25-13-15-27-17-18-28-16-14-26-12-10-24-8-6-22-4-2-20/h19-20H,1-18H2","YZUUTMGDONTGTN-UHFFFAOYSA-N","C(COCCOCCOCCOCCOCCOCCOCCOCCO)O"
"3QRI_3","E, F","A, B","919","C30 H28 F N7 O3",553.587,"4-[4-({[3-tert-butyl-1-(quinolin-6-yl)-1H-pyrazol-5-yl]carbamoyl}amino)-3-fluorophenoxy]-N-methylpyridine-2-carboxamide","InChI=1S/C30H28FN7O3/c1-30(2,3)26-17-27(38(37-26)19-7-9-23-18(14-19)6-5-12-33-23)36-29(40)35-24-10-8-20(15-22(24)31)41-21-11-13-34-25(16-21)28(39)32-4/h5-17H,1-4H3,(H,32,39)(H2,35,36,40)","WVXNSAVVKYZVOE-UHFFFAOYSA-N","CC(C)(C)c1cc(n(n1)c2ccc3c(c2)cccn3)NC(=O)Nc4ccc(cc4F)Oc5ccnc(c5)C(=O)NC"
"3QRJ_2","C, D","A, B","919","C30 H28 F N7 O3",553.587,"4-[4-({[3-tert-butyl-1-(quinolin-6-yl)-1H-pyrazol-5-yl]carbamoyl}amino)-3-fluorophenoxy]-N-methylpyridine-2-carboxamide","InChI=1S/C30H28FN7O3/c1-30(2,3)26-17-27(38(37-26)19-7-9-23-18(14-19)6-5-12-33-23)36-29(40)35-24-10-8-20(15-22(24)31)41-21-11-13-34-25(16-21)28(39)32-4/h5-17H,1-4H3,(H,32,39)(H2,35,36,40)","WVXNSAVVKYZVOE-UHFFFAOYSA-N","CC(C)(C)c1cc(n(n1)c2ccc3c(c2)cccn3)NC(=O)Nc4ccc(cc4F)Oc5ccnc(c5)C(=O)NC"
"3QRK_2","B","A","9DP","C24 H25 Cl2 N5 O3",502.393,"(3S)-6-(3-tert-butyl-5-{[(2,3-dichlorophenyl)carbamoyl]amino}-1H-pyrazol-1-yl)-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid","InChI=1S/C24H25Cl2N5O3/c1-24(2,3)19-11-20(29-23(34)28-17-6-4-5-16(25)21(17)26)31(30-19)15-8-7-13-12-27-18(22(32)33)10-14(13)9-15/h4-9,11,18,27H,10,12H2,1-3H3,(H,32,33)(H2,28,29,34)/t18-/m0/s1","CMUVVEBHULJOFP-SFHVURJKSA-N","CC(C)(C)c1cc(n(n1)c2ccc3c(c2)CC(NC3)C(=O)O)NC(=O)Nc4cccc(c4Cl)Cl"
"3UE4_2","C, D","A, B","DB8","C26 H29 Cl2 N5 O3",530.446,"4-[(2,4-dichloro-5-methoxyphenyl)amino]-6-methoxy-7-[3-(4-methylpiperazin-1-yl)propoxy]quinoline-3-carbonitrile","InChI=1S/C26H29Cl2N5O3/c1-32-6-8-33(9-7-32)5-4-10-36-25-13-21-18(11-24(25)35-3)26(17(15-29)16-30-21)31-22-14-23(34-2)20(28)12-19(22)27/h11-14,16H,4-10H2,1-3H3,(H,30,31)","UBPYILGKFZZVDX-UHFFFAOYSA-N","CN1CCN(CC1)CCCOc2cc3c(cc2OC)c(c(cn3)C#N)Nc4cc(c(cc4Cl)Cl)OC"
"4TWP_2","C, H","A, B","AXI","C22 H18 N4 O S",386.47,"AXITINIB","InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H,23,27)(H,25,26)/b12-9+","RITAVMQDGBJQJZ-FMIVXFBMSA-N","CNC(=O)c1ccccc1Sc2ccc3c(c2)[nH]nc3C=Cc4ccccn4"
"4WA9_2","C, D","A, B","AXI","C22 H18 N4 O S",386.47,"AXITINIB","InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H,23,27)(H,25,26)/b12-9+","RITAVMQDGBJQJZ-FMIVXFBMSA-N","CNC(=O)c1ccccc1Sc2ccc3c(c2)[nH]nc3C=Cc4ccccn4"
"4ZOG_2","C, G","A, B","VX6","C23 H28 N8 O S",464.586,"CYCLOPROPANECARBOXYLIC ACID {4-[4-(4-METHYL-PIPERAZIN-1-YL)-6-(5-METHYL-2H-PYRAZOL-3-YLAMINO)-PYRIMIDIN-2-YLSULFANYL]-PHENYL}-AMIDE","InChI=1S/C23H28N8OS/c1-15-13-20(29-28-15)25-19-14-21(31-11-9-30(2)10-12-31)27-23(26-19)33-18-7-5-17(6-8-18)24-22(32)16-3-4-16/h5-8,13-14,16H,3-4,9-12H2,1-2H3,(H,24,32)(H2,25,26,27,28,29)","GCIKSSRWRFVXBI-UHFFFAOYSA-N","Cc1cc([nH]n1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C"
"5HU9_2","B, C","A","66K","C32 H36 F3 N5 O3",595.655,"4-[(4-methylpiperazin-1-yl)methyl]-N-(4-methyl-3-{[1-(pyridin-3-ylcarbonyl)piperidin-4-yl]oxy}phenyl)-3-(trifluoromethyl)benzamide","InChI=1S/C32H36F3N5O3/c1-22-5-8-26(19-29(22)43-27-9-12-40(13-10-27)31(42)24-4-3-11-36-20-24)37-30(41)23-6-7-25(28(18-23)32(33,34)35)21-39-16-14-38(2)15-17-39/h3-8,11,18-20,27H,9-10,12-17,21H2,1-2H3,(H,37,41)","CBLZTDLZCXMNCE-UHFFFAOYSA-N","Cc1ccc(cc1OC2CCN(CC2)C(=O)c3cccnc3)NC(=O)c4ccc(c(c4)C(F)(F)F)CN5CCN(CC5)C"
"5MO4_2","B","A","NIL","C28 H22 F3 N7 O",529.516,"Nilotinib","InChI=1S/C28H22F3N7O/c1-17-5-6-19(10-25(17)37-27-33-9-7-24(36-27)20-4-3-8-32-14-20)26(39)35-22-11-21(28(29,30)31)12-23(13-22)38-15-18(2)34-16-38/h3-16H,1-2H3,(H,35,39)(H,33,36,37)","HHZIURLSWUIHRB-UHFFFAOYSA-N","Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F"
"5MO4_3","C","A","AY7","C20 H18 Cl F2 N5 O3",449.838,"asciminib","InChI=1S/C20H18ClF2N5O3/c21-20(22,23)31-15-3-1-13(2-4-15)26-19(30)12-9-16(17-5-7-25-27-17)18(24-10-12)28-8-6-14(29)11-28/h1-5,7,9-10,14,29H,6,8,11H2,(H,25,27)(H,26,30)/t14-/m1/s1","VOVZXURTCKPRDQ-CQSZACIVSA-N","c1cc(ccc1NC(=O)c2cc(c(nc2)N3CCC(C3)O)c4ccn[nH]4)OC(F)(F)Cl"
"6BL8_2","C, E","A, B","PVB","C20 H25 Cl N6 O3",432.904,"PURVALANOL B","InChI=1S/C20H25ClN6O3/c1-10(2)15(8-28)24-20-25-17(16-18(26-20)27(9-22-16)11(3)4)23-12-5-6-13(19(29)30)14(21)7-12/h5-7,9-11,15,28H,8H2,1-4H3,(H,29,30)(H2,23,24,25,26)/t15-/m0/s1","ZKDXRFMOHZVXSG-HNNXBMFYSA-N","CC(C)C(CO)Nc1nc(c2c(n1)n(cn2)C(C)C)Nc3ccc(c(c3)Cl)C(=O)O","Y"
"6NPE_3","E, I","A, B","STI","C29 H31 N7 O",493.603,"4-(4-METHYL-PIPERAZIN-1-YLMETHYL)-N-[4-METHYL-3-(4-PYRIDIN-3-YL-PYRIMIDIN-2-YLAMINO)-PHENYL]-BENZAMIDE","InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)","KTUFNOKKBVMGRW-UHFFFAOYSA-N","Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C"
"6NPE_4","F, J","A, B","KWD","C12 H7 Cl2 N3 O S",312.174,"2-cyano-~{N}-[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]ethanamide","InChI=1S/C12H7Cl2N3OS/c13-8-2-1-7(5-9(8)14)10-6-19-12(16-10)17-11(18)3-4-15/h1-2,5-6H,3H2,(H,16,17,18)","UVZNRMKUEHJMJX-UHFFFAOYSA-N","c1cc(c(cc1c2csc(n2)NC(=O)CC#N)Cl)Cl","Y"
"6NPE_5","K","B","2PE","C18 H38 O10",414.488,"NONAETHYLENE GLYCOL","InChI=1S/C18H38O10/c19-1-3-21-5-7-23-9-11-25-13-15-27-17-18-28-16-14-26-12-10-24-8-6-22-4-2-20/h19-20H,1-18H2","YZUUTMGDONTGTN-UHFFFAOYSA-N","C(COCCOCCOCCOCCOCCOCCOCCOCCO)O"
"6NPU_2","C, F","A, B","STI","C29 H31 N7 O",493.603,"4-(4-METHYL-PIPERAZIN-1-YLMETHYL)-N-[4-METHYL-3-(4-PYRIDIN-3-YL-PYRIMIDIN-2-YLAMINO)-PHENYL]-BENZAMIDE","InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)","KTUFNOKKBVMGRW-UHFFFAOYSA-N","Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C"
"6NPU_3","D, I","A, B","KWV","C11 H11 Cl2 N3 O",272.131,"~{N}-[2-(3,4-dichlorophenyl)-3,4-dihydropyrazol-5-yl]ethanamide","InChI=1S/C11H11Cl2N3O/c1-7(17)14-11-4-5-16(15-11)8-2-3-9(12)10(13)6-8/h2-3,6H,4-5H2,1H3,(H,14,15,17)","CQPBYZABXGBFMI-UHFFFAOYSA-N","CC(=O)NC1=NN(CC1)c2ccc(c(c2)Cl)Cl"
"6NPU_6","J","B","2PE","C18 H38 O10",414.488,"NONAETHYLENE GLYCOL","InChI=1S/C18H38O10/c19-1-3-21-5-7-23-9-11-25-13-15-27-17-18-28-16-14-26-12-10-24-8-6-22-4-2-20/h19-20H,1-18H2","YZUUTMGDONTGTN-UHFFFAOYSA-N","C(COCCOCCOCCOCCOCCOCCOCCOCCO)O"
"6NPV_3","D, H","A, B","STI","C29 H31 N7 O",493.603,"4-(4-METHYL-PIPERAZIN-1-YLMETHYL)-N-[4-METHYL-3-(4-PYRIDIN-3-YL-PYRIMIDIN-2-YLAMINO)-PHENYL]-BENZAMIDE","InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)","KTUFNOKKBVMGRW-UHFFFAOYSA-N","Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C"
"6NPV_4","E, L","A, B","KWP","C17 H16 Cl2 N4 O2",379.241,"~{N}-[(4~{S})-2-(3,4-dichlorophenyl)-4-(2-hydroxyethyl)-3,4-dihydropyrazol-5-yl]pyridine-4-carboxamide","InChI=1S/C17H16Cl2N4O2/c18-14-2-1-13(9-15(14)19)23-10-12(5-8-24)16(22-23)21-17(25)11-3-6-20-7-4-11/h1-4,6-7,9,12,24H,5,8,10H2,(H,21,22,25)/t12-/m0/s1","XHACMMNMQIKLAQ-LBPRGKRZSA-N","c1cc(c(cc1N2CC(C(=N2)NC(=O)c3ccncc3)CCO)Cl)Cl","Y"
"6NPV_6","K","B","2PE","C18 H38 O10",414.488,"NONAETHYLENE GLYCOL","InChI=1S/C18H38O10/c19-1-3-21-5-7-23-9-11-25-13-15-27-17-18-28-16-14-26-12-10-24-8-6-22-4-2-20/h19-20H,1-18H2","YZUUTMGDONTGTN-UHFFFAOYSA-N","C(COCCOCCOCCOCCOCCOCCOCCOCCO)O"
"7DT2_2","C, D","A, B","HJ9","C23 H21 B N4 O5",444.248,"[4-[5-[5-(dimethylcarbamoyl)pyridin-3-yl]-1H-pyrrolo[2,3-b]pyridin-3-yl]-2-methanoyl-5-methoxy-phenyl]boronic acid","InChI=1S/C23H21BN4O5/c1-28(2)23(30)15-4-13(8-25-9-15)14-5-18-19(11-27-22(18)26-10-14)17-6-16(12-29)20(24(31)32)7-21(17)33-3/h4-12,31-32H,1-3H3,(H,26,27)","MFUWKLKLGDWHFU-UHFFFAOYSA-N","B(c1cc(c(cc1C=O)c2c[nH]c3c2cc(cn3)c4cc(cnc4)C(=O)N(C)C)OC)(O)O","Y"
"7N9G_2","D, G, I","A, B, C","STI","C29 H31 N7 O",493.603,"4-(4-METHYL-PIPERAZIN-1-YLMETHYL)-N-[4-METHYL-3-(4-PYRIDIN-3-YL-PYRIMIDIN-2-YLAMINO)-PHENYL]-BENZAMIDE","InChI=1S/C29H31N7O/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34)","KTUFNOKKBVMGRW-UHFFFAOYSA-N","Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C","Y"
"7N9G_3","E, H, J","A, B, C","1N1","C22 H26 Cl N7 O2 S",488.006,"N-(2-CHLORO-6-METHYLPHENYL)-2-({6-[4-(2-HYDROXYETHYL)PIPERAZIN-1-YL]-2-METHYLPYRIMIDIN-4-YL}AMINO)-1,3-THIAZOLE-5-CARBOXAMIDE","InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)","ZBNZXTGUTAYRHI-UHFFFAOYSA-N","Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl","Y"
"7PVS_6","I","B","P6G","C12 H26 O7",282.331,"HEXAETHYLENE GLYCOL","InChI=1S/C12H26O7/c13-1-3-15-5-7-17-9-11-19-12-10-18-8-6-16-4-2-14/h13-14H,1-12H2","IIRDTKBZINWQAW-UHFFFAOYSA-N","C(COCCOCCOCCOCCOCCO)O"
"7W7X_2","C, D","A, B","8DW","C22 H19 F N4 O5 S",470.473,"5-[5-(dimethylcarbamoyl)pyridin-3-yl]-3-(5-fluorosulfonyloxy-2-methoxy-phenyl)-1H-pyrrolo[2,3-b]pyridine","InChI=1S/C22H19FN4O5S/c1-27(2)22(28)15-6-13(9-24-10-15)14-7-18-19(12-26-21(18)25-11-14)17-8-16(32-33(23,29)30)4-5-20(17)31-3/h4-12H,1-3H3,(H,25,26)","NPCQFNRTXVLCCU-UHFFFAOYSA-N","CN(C)C(=O)c1cc(cnc1)c2cc3c(c[nH]c3nc2)c4cc(ccc4OC)OS(=O)(=O)F","Y"
"7W7Y_2","C, D","A, B","8IW","C23 H20 N4 O4",416.429,"5-[3-(5-methanoyl-2-methoxy-4-oxidanyl-phenyl)-1~{H}-pyrrolo[2,3-b]pyridin-5-yl]-~{N},~{N}-dimethyl-pyridine-3-carboxamide","InChI=1S/C23H20N4O4/c1-27(2)23(30)15-4-13(8-24-9-15)14-5-18-19(11-26-22(18)25-10-14)17-6-16(12-28)20(29)7-21(17)31-3/h4-12,29H,1-3H3,(H,25,26)","JYBKYHQDAOGLCV-UHFFFAOYSA-N","CN(C)C(=O)c1cc(cnc1)c2cc3c(c[nH]c3nc2)c4cc(c(cc4OC)O)C=O","Y"
"8H7F_2","C, D","A, B","QEW","C20 H16 N4 O3 S",392.431,"1-[6-(6-methoxyisoquinolin-7-yl)-1,3-benzothiazol-2-yl]-3-(2-oxidanylideneethyl)urea","InChI=1S/C20H16N4O3S/c1-27-17-9-12-4-5-21-11-14(12)8-15(17)13-2-3-16-18(10-13)28-20(23-16)24-19(26)22-6-7-25/h2-5,7-11H,6H2,1H3,(H2,22,23,24,26)","BTOGRSOLMDUWDV-UHFFFAOYSA-N","COc1cc2ccncc2cc1c3ccc4c(c3)sc(n4)NC(=O)NCC=O"
"8H7H_2","C, D","A, B","QH9","C27 H21 N5 O2",447.488,"5-[3-(6-methoxyisoquinolin-7-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N-methyl-N-prop-2-ynyl-pyridine-3-carboxamide","InChI=1S/C27H21N5O2/c1-4-7-32(2)27(33)21-8-18(13-29-14-21)20-10-23-24(16-31-26(23)30-15-20)22-9-19-12-28-6-5-17(19)11-25(22)34-3/h1,5-6,8-16H,7H2,2-3H3,(H,30,31)","QXTMJRCMHUDTRX-UHFFFAOYSA-N","CN(CC#C)C(=O)c1cc(cnc1)c2cc3c(c[nH]c3nc2)c4cc5cnccc5cc4OC","Y"
